Pe_start,M,K_eff,F,c_function
20,70,1.00000002,-1e-08,0.0
20,71,1.00000002,-1e-08,0.0
20,72,1.00000002,-1e-08,0.0
20,73,1.00000002,-1e-08,0.0
20,74,1.00000002,-1e-08,0.0
20,75,1.00000002,-1e-08,0.0
20,76,1.00000002,-1e-08,0.0
20,77,1.00000002,-1e-08,0.0
20,78,1.00000002,-1e-08,0.0
20,79,1.00000002,-1e-08,0.0
20,80,1.00000002,-1e-08,0.0
20,81,1.00000002,-1e-08,0.0
20,82,1.00000002,-1e-08,0.0
20,83,1.00000002,-1e-08,0.0
20,84,1.00000002,-1e-08,0.0
20,85,1.00000002,-1e-08,0.0
20,86,1.00000002,-1e-08,0.0
20,87,1.00000002,-1e-08,0.0
20,88,1.00000002,-1e-08,0.0
20,89,1.00000002,-1e-08,0.0
20,90,1.00000002,-1e-08,0.0
20,91,1.00000002,-1e-08,0.0
20,92,1.00000002,-1e-08,0.0
20,93,1.00000002,-1e-08,0.0
20,94,1.00000002,-1e-08,0.0
20,95,1.00000002,-1e-08,0.0
20,96,1.00000002,-1e-08,0.0
20,97,1.00000002,-1e-08,0.0
20,98,1.00000002,-1e-08,0.0
20,99,1.00000002,-1e-08,0.0
20,100,1.00000002,-1e-08,0.0
20,101,1.00000002,-1e-08,0.0
20,102,1.00000002,-1e-08,0.0
20,103,1.00000002,-1e-08,0.0
20,104,1.00000002,-1e-08,0.0
20,105,1.00000002,-1e-08,0.0
20,106,1.00000002,-1e-08,0.0
20,107,1.00000002,-1e-08,0.0
20,108,1.00000002,-1e-08,0.0
20,109,1.00000002,-1e-08,0.0
20,110,1.00000002,-1e-08,0.0
20,111,1.00000002,-1e-08,0.0
20,112,1.00000002,-1e-08,0.0
20,113,1.00000002,-1e-08,0.0
20,114,1.00000002,-1e-08,0.0
20,115,1.00000002,-1e-08,0.0
20,116,1.00000002,-1e-08,0.0
20,117,1.00000002,-1e-08,0.0
20,118,1.00000002,-1e-08,0.0
20,119,1.00000002,-1e-08,0.0
20,120,1.00000002,-1e-08,0.0
20,121,1.00000002,-1e-08,0.0
20,122,1.00000002,-1e-08,0.0
20,123,1.00000002,-1e-08,0.0
20,124,1.00000002,-1e-08,0.0
20,125,1.00000002,-1e-08,0.0
20,126,1.00000002,-1e-08,0.0
20,127,1.00000002,-1e-08,0.0
20,128,1.00000002,-1e-08,0.0
20,129,1.00000002,-1e-08,0.0
20,130,1.00000002,-1e-08,0.0
20,131,1.00000002,-1e-08,0.0
20,132,1.00000002,-1e-08,0.0
20,133,1.00000002,-1e-08,0.0
20,134,1.00000002,-1e-08,0.0
20,135,1.00000002,-1e-08,0.0
20,136,1.00000002,-1e-08,0.0
20,137,1.00000002,-1e-08,0.0
20,138,1.00000002,-1e-08,0.0
20,139,1.00000002,-1e-08,0.0
20,140,1.00000002,-1e-08,0.0
20,141,1.00000002,-1e-08,0.0
20,142,1.00000002,-1e-08,0.0
20,143,1.00000002,-1e-08,0.0
20,144,1.00000002,-1e-08,0.0
20,145,1.00000002,-1e-08,0.0
20,146,1.00000002,-1e-08,0.0
20,147,1.00000002,-1e-08,0.0
20,148,1.00000002,-1e-08,0.0
20,149,1.00000002,-1e-08,0.0
20,150,1.00000002,-1e-08,0.0
20,151,1.00000002,-1e-08,0.0
20,152,1.00000002,-1e-08,0.0
20,153,1.00000002,-1e-08,0.0
20,154,1.00000002,-1e-08,0.0
20,155,1.00000002,-1e-08,0.0
20,156,1.00000002,-1e-08,0.0
20,157,1.00000002,-1e-08,0.0
20,158,1.00000002,-1e-08,0.0
20,159,1.00000002,-1e-08,0.0
20,160,1.00000002,-1e-08,0.0
20,161,1.00000002,-1e-08,0.0
20,162,1.00000002,-1e-08,0.0
20,163,1.00000002,-1e-08,0.0
20,164,1.00000002,-1e-08,0.0
20,165,1.00000002,-1e-08,0.0
20,166,1.00000002,-1e-08,0.0
20,167,1.00000002,-1e-08,0.0
20,168,1.00000002,-1e-08,0.0
20,169,1.00000002,-1e-08,0.0
20,170,1.00000002,-1e-08,0.0
20,171,1.00000002,-1e-08,0.0
20,172,1.00000002,-1e-08,0.0
20,173,1.00000002,-1e-08,0.0
20,174,1.00000002,-1e-08,0.0
20,175,1.00000002,-1e-08,0.0
20,176,1.00000002,-1e-08,0.0
20,177,1.00000002,-1e-08,0.0
20,178,1.00000002,-1e-08,0.0
20,179,1.00000002,-1e-08,0.0
20,180,1.00000002,-1e-08,0.0
20,181,1.00000002,-1e-08,0.0
20,182,1.00000002,-1e-08,0.0
20,183,1.00000002,-1e-08,0.0
20,184,1.00000002,-1e-08,0.0
20,185,1.00000002,-1e-08,0.0
20,186,1.00000002,-1e-08,0.0
20,187,1.00000002,-1e-08,0.0
20,188,1.00000002,-1e-08,0.0
20,189,1.00000002,-1e-08,0.0
20,190,1.00000002,-1e-08,0.0
20,191,1.00000002,-1e-08,0.0
20,192,1.00000002,-1e-08,0.0
20,193,1.00000002,-1e-08,0.0
20,194,1.00000002,-1e-08,0.0
20,195,1.00000002,-1e-08,0.0
20,196,1.00000002,-1e-08,0.0
20,197,1.00000002,-1e-08,0.0
20,198,1.00000002,-1e-08,0.0
20,199,1.00000002,-1e-08,0.0
20,200,1.00000002,-1e-08,0.0
40,2,1.0,-0.0,
40,3,1.0,-0.0,0.0
40,4,1.0,-0.0,0.0
40,5,1.0,-0.0,0.0
40,6,1.0,-0.0,0.0
40,7,1.0,-0.0,0.0
40,8,1.0,-0.0,0.0
40,9,1.0,-0.0,0.0
40,10,1.0,-0.0,0.0
40,11,1.0,-0.0,0.0
40,12,1.0,-0.0,0.0
40,13,1.0,-0.0,0.0
40,14,1.0,-0.0,0.0
40,15,1.0,-0.0,0.0
40,16,1.0,-0.0,0.0
40,17,1.0,-0.0,0.0
40,18,1.0,-0.0,0.0
40,19,1.0,-0.0,0.0
40,20,1.0,-0.0,0.0
40,21,1.0,-0.0,0.0
40,22,1.0,-0.0,0.0
40,23,1.0,-0.0,0.0
40,24,1.0,-0.0,0.0
40,25,1.0,-0.0,0.0
40,26,1.0,-0.0,0.0
40,27,1.0,-0.0,0.0
40,28,1.0,-0.0,0.0
40,29,1.0,-0.0,0.0
40,30,1.0,-0.0,0.0
40,31,1.0,-0.0,0.0
40,32,1.0,-0.0,0.0
40,33,1.0,-0.0,0.0
40,34,1.0,-0.0,0.0
40,35,1.0,-0.0,0.0
40,36,1.0,-0.0,0.0
40,37,1.0,-0.0,0.0
40,38,1.0,-0.0,0.0
40,39,1.0,-0.0,0.0
40,40,1.0,-0.0,0.0
40,41,1.0,-0.0,0.0
40,42,1.0,-0.0,0.0
40,43,1.0,-0.0,0.0
40,44,1.0,-0.0,0.0
40,45,1.0,-0.0,0.0
40,46,1.0,-0.0,0.0
40,47,1.0,-0.0,0.0
40,48,1.0,-0.0,0.0
40,49,1.0,-0.0,0.0
40,50,1.0,-0.0,0.0
40,51,1.0,-0.0,0.0
40,52,1.0,-0.0,0.0
40,53,1.0,-0.0,0.0
40,54,1.0,-0.0,0.0
40,55,1.0,-0.0,0.0
40,56,1.0,-0.0,0.0
40,57,1.0,-0.0,0.0
40,58,1.0,-0.0,0.0
40,59,1.0,-0.0,0.0
40,60,1.0,-0.0,0.0
40,61,1.0,-0.0,0.0
40,62,1.0,-0.0,0.0
40,63,1.0,-0.0,0.0
40,64,1.0,-0.0,0.0
40,65,1.0,-0.0,0.0
40,66,1.0,-0.0,0.0
40,67,1.0,-0.0,0.0
40,68,1.0,-0.0,0.0
40,69,1.0,-0.0,0.0
40,70,1.0,-0.0,0.0
40,71,1.0,-0.0,0.0
40,72,1.0,-0.0,0.0
40,73,1.0,-0.0,0.0
40,74,1.0,-0.0,0.0
40,75,1.0,-0.0,0.0
40,76,1.0,-0.0,0.0
40,77,1.0,-0.0,0.0
40,78,1.0,-0.0,0.0
40,79,1.0,-0.0,0.0
40,80,1.0,-0.0,0.0
40,81,1.0,-0.0,0.0
40,82,1.0,-0.0,0.0
40,83,1.0,-0.0,0.0
40,84,1.0,-0.0,0.0
40,85,1.0,-0.0,0.0
40,86,1.0,-0.0,0.0
40,87,1.0,-0.0,0.0
40,88,1.0,-0.0,0.0
40,89,1.0,-0.0,0.0
40,90,1.0,-0.0,0.0
40,91,1.0,-0.0,0.0
40,92,1.0,-0.0,0.0
40,93,1.0,-0.0,0.0
40,94,1.0,-0.0,0.0
40,95,1.0,-0.0,0.0
40,96,1.0,-0.0,0.0
40,97,1.0,-0.0,0.0
40,98,1.0,-0.0,0.0
40,99,1.0,-0.0,0.0
40,100,1.0,-0.0,0.0
40,101,1.0,-0.0,0.0
40,102,1.0,-0.0,0.0
40,103,1.0,-0.0,0.0
40,104,1.0,-0.0,0.0
40,105,1.0,-0.0,0.0
40,106,1.0,-0.0,0.0
40,107,1.0,-0.0,0.0
40,108,1.0,-0.0,0.0
40,109,1.0,-0.0,0.0
40,110,1.0,-0.0,0.0
40,111,1.0,-0.0,0.0
40,112,1.0,-0.0,0.0
40,113,1.0,-0.0,0.0
40,114,1.0,-0.0,0.0
40,115,1.0,-0.0,0.0
40,116,1.0,-0.0,0.0
40,117,1.0,-0.0,0.0
40,118,1.0,-0.0,0.0
40,119,1.0,-0.0,0.0
40,120,1.0,-0.0,0.0
40,121,1.0,-0.0,0.0
40,122,1.0,-0.0,0.0
40,123,1.0,-0.0,0.0
40,124,1.0,-0.0,0.0
40,125,1.0,-0.0,0.0
40,126,1.0,-0.0,0.0
40,127,1.0,-0.0,0.0
40,128,1.0,-0.0,0.0
40,129,1.0,-0.0,0.0
40,130,1.0,-0.0,0.0
40,131,1.0,-0.0,0.0
40,132,1.0,-0.0,0.0
40,133,1.0,-0.0,0.0
40,134,1.0,-0.0,0.0
40,135,1.0,-0.0,0.0
40,136,1.0,-0.0,0.0
40,137,1.0,-0.0,0.0
40,138,1.0,-0.0,0.0
40,139,1.0,-0.0,0.0
40,140,1.0,-0.0,0.0
40,141,1.0,-0.0,0.0
40,142,1.0,-0.0,0.0
40,143,1.0,-0.0,0.0
40,144,1.0,-0.0,0.0
40,145,1.0,-0.0,0.0
40,146,1.0,-0.0,0.0
40,147,1.0,-0.0,0.0
40,148,1.0,-0.0,0.0
40,149,1.0,-0.0,0.0
40,150,1.0,-0.0,0.0
40,151,1.0,-0.0,0.0
40,152,1.0,-0.0,0.0
40,153,1.0,-0.0,0.0
40,154,1.0,-0.0,0.0
40,155,1.0,-0.0,0.0
40,156,1.0,-0.0,0.0
40,157,1.0,-0.0,0.0
40,158,1.0,-0.0,0.0
40,159,1.0,-0.0,0.0
40,160,1.0,-0.0,0.0
40,161,1.0,-0.0,0.0
40,162,1.0,-0.0,0.0
40,163,1.0,-0.0,0.0
40,164,1.0,-0.0,0.0
40,165,1.0,-0.0,0.0
40,166,1.0,-0.0,0.0
40,167,1.0,-0.0,0.0
40,168,1.0,-0.0,0.0
40,169,1.0,-0.0,0.0
40,170,1.0,-0.0,0.0
40,171,1.0,-0.0,0.0
40,172,1.0,-0.0,0.0
40,173,1.0,-0.0,0.0
40,174,1.0,-0.0,0.0
40,175,1.0,-0.0,0.0
40,176,1.0,-0.0,0.0
40,177,1.0,-0.0,0.0
40,178,1.0,-0.0,0.0
40,179,1.0,-0.0,0.0
40,180,1.0,-0.0,0.0
40,181,1.0,-0.0,0.0
40,182,1.0,-0.0,0.0
40,183,1.0,-0.0,0.0
40,184,1.0,-0.0,0.0
40,185,1.0,-0.0,0.0
40,186,1.0,-0.0,0.0
40,187,1.0,-0.0,0.0
40,188,1.0,-0.0,0.0
40,189,1.0,-0.0,0.0
40,190,1.0,-0.0,0.0
40,191,1.0,-0.0,0.0
40,192,1.0,-0.0,0.0
40,193,1.0,-0.0,0.0
40,194,1.0,-0.0,0.0
40,195,1.0,-0.0,0.0
40,196,1.0,-0.0,0.0
40,197,1.0,-0.0,0.0
40,198,1.0,-0.0,0.0
40,199,1.0,-0.0,0.0
40,200,1.0,-0.0,0.0
60,2,1.0,-0.0,
60,3,1.0,-0.0,0.0
60,4,1.0,-0.0,0.0
60,5,1.0,-0.0,0.0
60,6,1.0,-0.0,0.0
60,7,1.0,-0.0,0.0
60,8,1.0,-0.0,0.0
60,9,1.0,-0.0,0.0
60,10,1.0,-0.0,0.0
60,11,1.0,-0.0,0.0
60,12,1.0,-0.0,0.0
60,13,1.0,-0.0,0.0
60,14,1.0,-0.0,0.0
60,15,1.0,-0.0,0.0
60,16,1.0,-0.0,0.0
60,17,1.0,-0.0,0.0
60,18,1.0,-0.0,0.0
60,19,1.0,-0.0,0.0
60,20,1.0,-0.0,0.0
60,21,1.0,-0.0,0.0
60,22,1.0,-0.0,0.0
60,23,1.0,-0.0,0.0
60,24,1.0,-0.0,0.0
60,25,1.0,-0.0,0.0
60,26,1.0,-0.0,0.0
60,27,1.0,-0.0,0.0
60,28,1.0,-0.0,0.0
60,29,1.0,-0.0,0.0
60,30,1.0,-0.0,0.0
60,31,1.0,-0.0,0.0
60,32,1.0,-0.0,0.0
60,33,1.0,-0.0,0.0
60,34,1.0,-0.0,0.0
60,35,1.0,-0.0,0.0
60,36,1.0,-0.0,0.0
60,37,1.0,-0.0,0.0
60,38,1.0,-0.0,0.0
60,39,1.0,-0.0,0.0
60,40,1.0,-0.0,0.0
60,41,1.0,-0.0,0.0
60,42,1.0,-0.0,0.0
60,43,1.0,-0.0,0.0
60,44,1.0,-0.0,0.0
60,45,1.0,-0.0,0.0
60,46,1.0,-0.0,0.0
60,47,1.0,-0.0,0.0
60,48,1.0,-0.0,0.0
60,49,1.0,-0.0,0.0
60,50,1.0,-0.0,0.0
60,51,1.0,-0.0,0.0
60,52,1.0,-0.0,0.0
60,53,1.0,-0.0,0.0
60,54,1.0,-0.0,0.0
60,55,1.0,-0.0,0.0
60,56,1.0,-0.0,0.0
60,57,1.0,-0.0,0.0
60,58,1.0,-0.0,0.0
60,59,1.0,-0.0,0.0
60,60,1.0,-0.0,0.0
60,61,1.0,-0.0,0.0
60,62,1.0,-0.0,0.0
60,63,1.0,-0.0,0.0
60,64,1.0,-0.0,0.0
60,65,1.0,-0.0,0.0
60,66,1.0,-0.0,0.0
60,67,1.0,-0.0,0.0
60,68,1.0,-0.0,0.0
60,69,1.0,-0.0,0.0
60,70,1.0,-0.0,0.0
60,71,1.0,-0.0,0.0
60,72,1.0,-0.0,0.0
60,73,1.0,-0.0,0.0
60,74,1.0,-0.0,0.0
60,75,1.0,-0.0,0.0
60,76,1.0,-0.0,0.0
60,77,1.0,-0.0,0.0
60,78,1.0,-0.0,0.0
60,79,1.0,-0.0,0.0
60,80,1.0,-0.0,0.0
60,81,1.0,-0.0,0.0
60,82,1.0,-0.0,0.0
60,83,1.0,-0.0,0.0
60,84,1.0,-0.0,0.0
60,85,1.0,-0.0,0.0
60,86,1.0,-0.0,0.0
60,87,1.0,-0.0,0.0
60,88,1.0,-0.0,0.0
60,89,1.0,-0.0,0.0
60,90,1.0,-0.0,0.0
60,91,1.0,-0.0,0.0
60,92,1.0,-0.0,0.0
60,93,1.0,-0.0,0.0
60,94,1.0,-0.0,0.0
60,95,1.0,-0.0,0.0
60,96,1.0,-0.0,0.0
60,97,1.0,-0.0,0.0
60,98,1.0,-0.0,0.0
60,99,1.0,-0.0,0.0
60,100,1.0,-0.0,0.0
60,101,1.0,-0.0,0.0
60,102,1.0,-0.0,0.0
60,103,1.0,-0.0,0.0
60,104,1.0,-0.0,0.0
60,105,1.0,-0.0,0.0
60,106,1.0,-0.0,0.0
60,107,1.0,-0.0,0.0
60,108,1.0,-0.0,0.0
60,109,1.0,-0.0,0.0
60,110,1.0,-0.0,0.0
60,111,1.0,-0.0,0.0
60,112,1.0,-0.0,0.0
60,113,1.0,-0.0,0.0
60,114,1.0,-0.0,0.0
60,115,1.0,-0.0,0.0
60,116,1.0,-0.0,0.0
60,117,1.0,-0.0,0.0
60,118,1.0,-0.0,0.0
60,119,1.0,-0.0,0.0
60,120,1.0,-0.0,0.0
60,121,1.0,-0.0,0.0
60,122,1.0,-0.0,0.0
60,123,1.0,-0.0,0.0
60,124,1.0,-0.0,0.0
60,125,1.0,-0.0,0.0
60,126,1.0,-0.0,0.0
60,127,1.0,-0.0,0.0
60,128,1.0,-0.0,0.0
60,129,1.0,-0.0,0.0
60,130,1.0,-0.0,0.0
60,131,1.0,-0.0,0.0
60,132,1.0,-0.0,0.0
60,133,1.0,-0.0,0.0
60,134,1.0,-0.0,0.0
60,135,1.0,-0.0,0.0
60,136,1.0,-0.0,0.0
60,137,1.0,-0.0,0.0
60,138,1.0,-0.0,0.0
60,139,1.0,-0.0,0.0
60,140,1.0,-0.0,0.0
60,141,1.0,-0.0,0.0
60,142,1.0,-0.0,0.0
60,143,1.0,-0.0,0.0
60,144,1.0,-0.0,0.0
60,145,1.0,-0.0,0.0
60,146,1.0,-0.0,0.0
60,147,1.0,-0.0,0.0
60,148,1.0,-0.0,0.0
60,149,1.0,-0.0,0.0
60,150,1.0,-0.0,0.0
60,151,1.0,-0.0,0.0
60,152,1.0,-0.0,0.0
60,153,1.0,-0.0,0.0
60,154,1.0,-0.0,0.0
60,155,1.0,-0.0,0.0
60,156,1.0,-0.0,0.0
60,157,1.0,-0.0,0.0
60,158,1.0,-0.0,0.0
60,159,1.0,-0.0,0.0
60,160,1.0,-0.0,0.0
60,161,1.0,-0.0,0.0
60,162,1.0,-0.0,0.0
60,163,1.0,-0.0,0.0
60,164,1.0,-0.0,0.0
60,165,1.0,-0.0,0.0
60,166,1.0,-0.0,0.0
60,167,1.0,-0.0,0.0
60,168,1.0,-0.0,0.0
60,169,1.0,-0.0,0.0
60,170,1.0,-0.0,0.0
60,171,1.0,-0.0,0.0
60,172,1.0,-0.0,0.0
60,173,1.0,-0.0,0.0
60,174,1.0,-0.0,0.0
60,175,1.0,-0.0,0.0
60,176,1.0,-0.0,0.0
60,177,1.0,-0.0,0.0
60,178,1.0,-0.0,0.0
60,179,1.0,-0.0,0.0
60,180,1.0,-0.0,0.0
60,181,1.0,-0.0,0.0
60,182,1.0,-0.0,0.0
60,183,1.0,-0.0,0.0
60,184,1.0,-0.0,0.0
60,185,1.0,-0.0,0.0
60,186,1.0,-0.0,0.0
60,187,1.0,-0.0,0.0
60,188,1.0,-0.0,0.0
60,189,1.0,-0.0,0.0
60,190,1.0,-0.0,0.0
60,191,1.0,-0.0,0.0
60,192,1.0,-0.0,0.0
60,193,1.0,-0.0,0.0
60,194,1.0,-0.0,0.0
60,195,1.0,-0.0,0.0
60,196,1.0,-0.0,0.0
60,197,1.0,-0.0,0.0
60,198,1.0,-0.0,0.0
60,199,1.0,-0.0,0.0
60,200,1.0,-0.0,0.0
80,2,1.0,-0.0,
80,3,1.0,-0.0,0.0
80,4,1.0,-0.0,0.0
80,5,1.0,-0.0,0.0
80,6,1.0,-0.0,0.0
80,7,1.0,-0.0,0.0
80,8,1.0,-0.0,0.0
80,9,1.0,-0.0,0.0
80,10,1.0,-0.0,0.0
80,11,1.0,-0.0,0.0
80,12,1.0,-0.0,0.0
80,13,1.0,-0.0,0.0
80,14,1.0,-0.0,0.0
80,15,1.0,-0.0,0.0
80,16,1.0,-0.0,0.0
80,17,1.0,-0.0,0.0
80,18,1.0,-0.0,0.0
80,19,1.0,-0.0,0.0
80,20,1.0,-0.0,0.0
80,21,1.0,-0.0,0.0
80,22,1.0,-0.0,0.0
80,23,1.0,-0.0,0.0
80,24,1.0,-0.0,0.0
80,25,1.0,-0.0,0.0
80,26,1.0,-0.0,0.0
80,27,1.0,-0.0,0.0
80,28,1.0,-0.0,0.0
80,29,1.0,-0.0,0.0
80,30,1.0,-0.0,0.0
80,31,1.0,-0.0,0.0
80,32,1.0,-0.0,0.0
80,33,1.0,-0.0,0.0
80,34,1.0,-0.0,0.0
80,35,1.0,-0.0,0.0
80,36,1.0,-0.0,0.0
80,37,1.0,-0.0,0.0
80,38,1.0,-0.0,0.0
80,39,1.0,-0.0,0.0
80,40,1.0,-0.0,0.0
80,41,1.0,-0.0,0.0
80,42,1.0,-0.0,0.0
80,43,1.0,-0.0,0.0
80,44,1.0,-0.0,0.0
80,45,1.0,-0.0,0.0
80,46,1.0,-0.0,0.0
80,47,1.0,-0.0,0.0
80,48,1.0,-0.0,0.0
80,49,1.0,-0.0,0.0
80,50,1.0,-0.0,0.0
80,51,1.0,-0.0,0.0
80,52,1.0,-0.0,0.0
80,53,1.0,-0.0,0.0
80,54,1.0,-0.0,0.0
80,55,1.0,-0.0,0.0
80,56,1.0,-0.0,0.0
80,57,1.0,-0.0,0.0
80,58,1.0,-0.0,0.0
80,59,1.0,-0.0,0.0
80,60,1.0,-0.0,0.0
80,61,1.0,-0.0,0.0
80,62,1.0,-0.0,0.0
80,63,1.0,-0.0,0.0
80,64,1.0,-0.0,0.0
80,65,1.0,-0.0,0.0
80,66,1.0,-0.0,0.0
80,67,1.0,-0.0,0.0
80,68,1.0,-0.0,0.0
80,69,1.0,-0.0,0.0
80,70,1.0,-0.0,0.0
80,71,1.0,-0.0,0.0
80,72,1.0,-0.0,0.0
80,73,1.0,-0.0,0.0
80,74,1.0,-0.0,0.0
80,75,1.0,-0.0,0.0
80,76,1.0,-0.0,0.0
80,77,1.0,-0.0,0.0
80,78,1.0,-0.0,0.0
80,79,1.0,-0.0,0.0
80,80,1.0,-0.0,0.0
80,81,1.0,-0.0,0.0
80,82,1.0,-0.0,0.0
80,83,1.0,-0.0,0.0
80,84,1.0,-0.0,0.0
80,85,1.0,-0.0,0.0
80,86,1.0,-0.0,0.0
80,87,1.0,-0.0,0.0
80,88,1.0,-0.0,0.0
80,89,1.0,-0.0,0.0
80,90,1.0,-0.0,0.0
80,91,1.0,-0.0,0.0
80,92,1.0,-0.0,0.0
80,93,1.0,-0.0,0.0
80,94,1.0,-0.0,0.0
80,95,1.0,-0.0,0.0
80,96,1.0,-0.0,0.0
80,97,1.0,-0.0,0.0
80,98,1.0,-0.0,0.0
80,99,1.0,-0.0,0.0
80,100,1.0,-0.0,0.0
80,101,1.0,-0.0,0.0
80,102,1.0,-0.0,0.0
80,103,1.0,-0.0,0.0
80,104,1.0,-0.0,0.0
80,105,1.0,-0.0,0.0
80,106,1.0,-0.0,0.0
80,107,1.0,-0.0,0.0
80,108,1.0,-0.0,0.0
80,109,1.0,-0.0,0.0
80,110,1.0,-0.0,0.0
80,111,1.0,-0.0,0.0
80,112,1.0,-0.0,0.0
80,113,1.0,-0.0,0.0
80,114,1.0,-0.0,0.0
80,115,1.0,-0.0,0.0
80,116,1.0,-0.0,0.0
80,117,1.0,-0.0,0.0
80,118,1.0,-0.0,0.0
80,119,1.0,-0.0,0.0
80,120,1.0,-0.0,0.0
80,121,1.0,-0.0,0.0
80,122,1.0,-0.0,0.0
80,123,1.0,-0.0,0.0
80,124,1.0,-0.0,0.0
80,125,1.0,-0.0,0.0
80,126,1.0,-0.0,0.0
80,127,1.0,-0.0,0.0
80,128,1.0,-0.0,0.0
80,129,1.0,-0.0,0.0
80,130,1.0,-0.0,0.0
80,131,1.0,-0.0,0.0
80,132,1.0,-0.0,0.0
80,133,1.0,-0.0,0.0
80,134,1.0,-0.0,0.0
80,135,1.0,-0.0,0.0
80,136,1.0,-0.0,0.0
80,137,1.0,-0.0,0.0
80,138,1.0,-0.0,0.0
80,139,1.0,-0.0,0.0
80,140,1.0,-0.0,0.0
80,141,1.0,-0.0,0.0
80,142,1.0,-0.0,0.0
80,143,1.0,-0.0,0.0
80,144,1.0,-0.0,0.0
80,145,1.0,-0.0,0.0
80,146,1.0,-0.0,0.0
80,147,1.0,-0.0,0.0
80,148,1.0,-0.0,0.0
80,149,1.0,-0.0,0.0
80,150,1.0,-0.0,0.0
80,151,1.0,-0.0,0.0
80,152,1.0,-0.0,0.0
80,153,1.0,-0.0,0.0
80,154,1.0,-0.0,0.0
80,155,1.0,-0.0,0.0
80,156,1.0,-0.0,0.0
80,157,1.0,-0.0,0.0
80,158,1.0,-0.0,0.0
80,159,1.0,-0.0,0.0
80,160,1.0,-0.0,0.0
80,161,1.0,-0.0,0.0
80,162,1.0,-0.0,0.0
80,163,1.0,-0.0,0.0
80,164,1.0,-0.0,0.0
80,165,1.0,-0.0,0.0
80,166,1.0,-0.0,0.0
80,167,1.0,-0.0,0.0
80,168,1.0,-0.0,0.0
80,169,1.0,-0.0,0.0
80,170,1.0,-0.0,0.0
80,171,1.0,-0.0,0.0
80,172,1.0,-0.0,0.0
80,173,1.0,-0.0,0.0
80,174,1.0,-0.0,0.0
80,175,1.0,-0.0,0.0
80,176,1.0,-0.0,0.0
80,177,1.0,-0.0,0.0
80,178,1.0,-0.0,0.0
80,179,1.0,-0.0,0.0
80,180,1.0,-0.0,0.0
80,181,1.0,-0.0,0.0
80,182,1.0,-0.0,0.0
80,183,1.0,-0.0,0.0
80,184,1.0,-0.0,0.0
80,185,1.0,-0.0,0.0
80,186,1.0,-0.0,0.0
80,187,1.0,-0.0,0.0
80,188,1.0,-0.0,0.0
80,189,1.0,-0.0,0.0
80,190,1.0,-0.0,0.0
80,191,1.0,-0.0,0.0
80,192,1.0,-0.0,0.0
80,193,1.0,-0.0,0.0
80,194,1.0,-0.0,0.0
80,195,1.0,-0.0,0.0
80,196,1.0,-0.0,0.0
80,197,1.0,-0.0,0.0
80,198,1.0,-0.0,0.0
80,199,1.0,-0.0,0.0
80,200,1.0,-0.0,0.0
